"user_id","avg_pay_amt","avg_pay_amt_weekdays","avg_pay_amt_weekends"
30977,"[36,49)","[36,49)","[29,36)"
30987,"[29,36)","[29,36)","[36,49)"
30988,"[36,49)","[29,36)","[36,49)"
30991,"[29,36)","[29,36)","[36,49)"
31007,"<29","<29","<29"
31017,"[49,65)","[36,49)","[36,49)"
31024,"<29","<29","<29"
31030,">=65",">=65",">=65"
31036,"<29","<29","<29"
31037,">=65",">=65",">=65"
31051,">=65",">=65","[49,65)"
31059,"<29","<29","<29"
31060,"[36,49)","[36,49)","[29,36)"
31070,"[49,65)","[49,65)","[49,65)"
31074,">=65",">=65",">=65"
31078,">=65",">=65",">=65"
31097,"[36,49)","[36,49)","[36,49)"
31104,"[49,65)","[49,65)","[49,65)"
31113,">=65",">=65",">=65"
31115,"[36,49)","[36,49)","[36,49)"
31119,"<29","<29","<29"
31126,"[29,36)","[29,36)","[29,36)"
31129,"[49,65)","[49,65)",">=65"
31137,"[36,49)","[36,49)","[36,49)"
31140,"<29","<29","[29,36)"
31143,"[49,65)","[49,65)",">=65"
31144,"<29","<29","<29"
31156,"<29","<29","<29"
31158,"[49,65)","[36,49)","[36,49)"
31165,"[29,36)","[29,36)","[29,36)"
31221,"<29","<29","<29"
31235,"[49,65)","未知","[49,65)"
31252,"<29","<29","[49,65)"
31253,">=65",">=65",">=65"
31254,"[49,65)","[49,65)","[49,65)"
31260,"[36,49)","[36,49)","[36,49)"
31266,">=65",">=65",">=65"
31297,"[49,65)","[49,65)","[49,65)"
31304,"[49,65)","[36,49)","[29,36)"
31315,"[49,65)","[36,49)","[36,49)"
31326,">=65",">=65",">=65"
31343,"[29,36)","[29,36)","[29,36)"
31349,"<29","<29","<29"
31351,">=65",">=65",">=65"
31353,"<29","[29,36)","<29"
31362,"[49,65)","[49,65)","[49,65)"
31393,"<29","<29","<29"
31408,"[49,65)","未知",">=65"
31418,"[49,65)","[49,65)","[49,65)"
31427,"[49,65)","[49,65)","[49,65)"
31430,"[49,65)","[36,49)","[36,49)"
31452,"[29,36)","[29,36)","[36,49)"
31471,"[36,49)","[36,49)","[36,49)"
31478,"[29,36)","[29,36)","[36,49)"
31480,"[29,36)","[29,36)","[29,36)"
31493,"[49,65)","[49,65)","[49,65)"
31499,"[29,36)","[29,36)","[36,49)"
31514,">=65","[49,65)",">=65"
31519,"<29","<29","<29"
31530,"[36,49)","[29,36)","[36,49)"
31536,"<29","<29","<29"
31538,">=65",">=65",">=65"
31546,"[49,65)","[49,65)","[49,65)"
31554,"<29","<29","[36,49)"
31556,"<29","<29","<29"
31559,"[49,65)","[49,65)","[49,65)"
31560,">=65","[49,65)",">=65"
31563,">=65","[36,49)","[36,49)"
31564,"<29","<29","<29"
31576,"<29","<29","未知"
31584,"[36,49)","[36,49)","[29,36)"
31585,">=65",">=65",">=65"
31588,"[29,36)","[29,36)","<29"
31602,"[36,49)","[36,49)","[36,49)"
31611,"[29,36)","<29","[29,36)"
31619,"[29,36)","[29,36)","[29,36)"
31629,"[29,36)","[29,36)","[49,65)"
31635,"[36,49)","[36,49)","[36,49)"
31636,"<29","<29","<29"
31639,"[49,65)","[49,65)",">=65"
31642,"[36,49)","[36,49)","[36,49)"
31663,">=65",">=65",">=65"
31664,"[49,65)","[49,65)","[49,65)"
31671,"<29","<29","[36,49)"
31690,"[36,49)","[29,36)","[36,49)"
31703,">=65",">=65",">=65"
31752,"[49,65)","[49,65)","[49,65)"
31768,"<29","<29","<29"
31770,"<29","<29","<29"
31774,"<29","<29","<29"
31781,"[49,65)","[49,65)","[49,65)"
31785,"<29","<29","<29"
31794,"[36,49)","未知","[49,65)"
31804,"[49,65)","[49,65)",">=65"
31814,"<29","<29","<29"
31862,"[36,49)","[36,49)","[36,49)"
31864,"[36,49)","[36,49)","[36,49)"
31865,"[29,36)","<29","[29,36)"
31868,">=65","[49,65)",">=65"
31873,">=65",">=65",">=65"
31905,"[49,65)","[36,49)","[36,49)"
31907,"[29,36)","[29,36)","[29,36)"
31917,"<29","<29","<29"
31923,"[29,36)","[29,36)","<29"
31928,"[36,49)","[29,36)",">=65"
31934,"[36,49)","[36,49)","[36,49)"
31935,"<29","<29","<29"
31942,">=65",">=65",">=65"
31945,">=65","[36,49)","[36,49)"
31950,"<29","<29","[29,36)"
31954,">=65",">=65",">=65"
31962,"[36,49)","未知","[49,65)"
32003,"<29","<29","<29"
32006,">=65",">=65",">=65"
32009,">=65",">=65",">=65"
32017,"[49,65)","[36,49)","[36,49)"
32020,"<29","<29","<29"
32024,">=65",">=65","[49,65)"
32028,"[49,65)","[49,65)","[49,65)"
32062,"[29,36)","[29,36)","[49,65)"
32071,"[36,49)","未知",">=65"
32109,">=65",">=65","[49,65)"
32114,"<29","<29","<29"
32121,"[29,36)","[29,36)","[29,36)"
32122,"<29","<29","<29"
32133,"<29","<29","<29"
32136,"<29","<29","<29"
32144,">=65",">=65",">=65"
32145,"[36,49)","未知","[49,65)"
32150,"[29,36)","[29,36)","[36,49)"
32169,"<29","<29","[36,49)"
32178,"[29,36)","[36,49)","[29,36)"
32193,"[36,49)","<29",">=65"
32212,"[36,49)","[29,36)","[49,65)"
32232,"[49,65)","[49,65)",">=65"
32237,"<29","<29","<29"
32242,"<29","<29","[29,36)"
32243,"[36,49)","未知","[49,65)"
32263,"<29","<29","<29"
32271,"[29,36)","[29,36)","[36,49)"
32280,">=65",">=65",">=65"
32288,"<29","<29","<29"
32289,"<29","<29","<29"
32317,"<29","<29","<29"
32324,"[29,36)","[29,36)","[36,49)"
32325,">=65",">=65",">=65"
32348,"[36,49)","[36,49)","[36,49)"
32355,"<29","<29","未知"
32372,"[36,49)","[36,49)","[29,36)"
32394,"[36,49)","[29,36)","[36,49)"
32398,"[49,65)","未知",">=65"
32404,">=65",">=65",">=65"
32407,">=65",">=65",">=65"
32413,">=65",">=65",">=65"
32416,"[36,49)","[36,49)","[36,49)"
32422,"[49,65)","[49,65)",">=65"
32426,"[49,65)","[49,65)","[49,65)"
32428,"<29","<29","<29"
32434,">=65",">=65",">=65"
32456,"[29,36)","[29,36)","[36,49)"
32460,"<29","<29","<29"
32483,">=65",">=65","[49,65)"
32488,"[49,65)","未知","[49,65)"
32495,">=65",">=65",">=65"
32501,"[49,65)","[49,65)","[49,65)"
32520,">=65",">=65",">=65"
32526,"[36,49)","未知","[49,65)"
32529,"[49,65)","[49,65)","[49,65)"
32539,">=65",">=65",">=65"
32540,"[49,65)","未知",">=65"
32541,"[36,49)","[36,49)","[29,36)"
32543,"[49,65)","[49,65)","[49,65)"
32570,"<29","<29","<29"
32576,"<29","<29","[29,36)"
32577,"[29,36)","<29","[29,36)"
32598,"[36,49)","[36,49)","[36,49)"
32633,">=65",">=65",">=65"
32640,"[29,36)","[29,36)","<29"
32663,">=65",">=65",">=65"
32665,"[29,36)","[29,36)","[29,36)"
32669,"[49,65)","[49,65)","[49,65)"
32675,"<29","<29","[29,36)"
32693,"[36,49)","未知","[49,65)"
32699,"<29","<29","<29"
32704,"<29","未知","<29"
32709,"[29,36)","[29,36)","[36,49)"
32712,"[29,36)","[29,36)","[36,49)"
32759,"[36,49)","[36,49)","[36,49)"
32764,"<29","<29","<29"
32771,"[49,65)","未知","[49,65)"
32773,"[36,49)","[29,36)","[49,65)"
32785,"[49,65)","未知","[49,65)"
32788,">=65",">=65",">=65"
32799,"<29","<29","<29"
32810,"[36,49)","[36,49)","[29,36)"
32817,"[49,65)","未知","[49,65)"
32826,">=65",">=65",">=65"
32842,"[29,36)","<29","[36,49)"
32852,">=65",">=65",">=65"
32868,">=65","[49,65)",">=65"
32899,"<29","<29","<29"
32911,"[36,49)","未知","[49,65)"
32916,"[36,49)","未知","[49,65)"
32920,"[36,49)","[36,49)","[29,36)"
32932,"[49,65)","[49,65)","[49,65)"
32938,">=65",">=65",">=65"
32941,"[29,36)","[29,36)","[29,36)"
32958,"[49,65)","[49,65)","[49,65)"
32959,">=65","[49,65)",">=65"
32967,"[36,49)","[36,49)","[36,49)"
32975,"[49,65)","[49,65)","[49,65)"
32999,"[36,49)","[36,49)","<29"
33004,"[36,49)","[36,49)","[36,49)"
33023,"[29,36)","[29,36)","<29"
33030,"[29,36)","[29,36)","[36,49)"
33035,"<29","<29","<29"
33045,">=65",">=65",">=65"
33047,"[29,36)","[29,36)","[29,36)"
33058,"[49,65)","[49,65)",">=65"
33060,"[29,36)","<29","[49,65)"
33063,"[29,36)","[29,36)","[36,49)"
33069,"[36,49)","[36,49)","[36,49)"
33076,"<29","<29","<29"
33083,"[29,36)","[29,36)","[36,49)"
33088,"<29","<29","<29"
33115,"[36,49)","[36,49)","[36,49)"
33121,">=65",">=65","[49,65)"
33125,"[49,65)","[49,65)",">=65"
33127,"[36,49)","未知","[49,65)"
33129,"<29","<29","<29"
33130,"[36,49)","[36,49)","[36,49)"
33138,"[49,65)","[49,65)","[49,65)"
33150,"[29,36)","[29,36)","[29,36)"
33182,"<29","[29,36)","<29"
33209,"[29,36)","[29,36)",">=65"
33212,">=65",">=65",">=65"
33225,"<29","<29","<29"
33262,"<29","<29","<29"
33269,"[29,36)","[29,36)","[29,36)"
33277,"[36,49)","未知","[49,65)"
33287,"[29,36)","[29,36)","[36,49)"
33291,"[36,49)","未知","未知"
33301,"[36,49)","未知","[49,65)"
33307,">=65",">=65",">=65"
33308,"[36,49)","[36,49)","[36,49)"
33318,">=65",">=65",">=65"
33324,"[36,49)","[36,49)","[36,49)"
33335,"[49,65)","[49,65)","[49,65)"
33340,">=65",">=65",">=65"
33344,"[49,65)","[49,65)","未知"
33352,"[49,65)","[49,65)","[49,65)"
33355,"[49,65)","[49,65)",">=65"
33367,"[49,65)",">=65","[49,65)"
33373,"[36,49)","[36,49)","[36,49)"
33375,"[36,49)","未知",">=65"
33379,"<29","<29","<29"
33383,"<29","<29","<29"
33390,"[29,36)","[29,36)","[36,49)"
33391,"<29","<29","<29"
33392,"<29","<29","[29,36)"
33403,"<29","<29","<29"
33416,"[29,36)","[29,36)","<29"
33430,"[29,36)","[29,36)","[36,49)"
33481,"[49,65)","[49,65)","[49,65)"
33492,"<29","<29","<29"
33496,">=65",">=65",">=65"
33506,">=65",">=65",">=65"
33513,"[49,65)","[36,49)","[36,49)"
33544,">=65",">=65",">=65"
33546,">=65",">=65",">=65"
33548,"[29,36)","[36,49)","<29"
33551,">=65",">=65",">=65"
33552,">=65",">=65","[49,65)"
33561,"<29","<29","[29,36)"
33573,">=65","[49,65)",">=65"
33595,"<29","<29","<29"
33602,"[49,65)","[49,65)","[49,65)"
33604,"[36,49)","[36,49)","[36,49)"
33605,"[36,49)","[36,49)","[36,49)"
33607,"<29","<29","<29"
33610,"[29,36)","[29,36)","<29"
33611,">=65",">=65",">=65"
33621,"[49,65)","[49,65)","[49,65)"
33631,"[49,65)","[49,65)",">=65"
33633,"<29","<29","<29"
33648,"<29","<29","<29"
33679,"[36,49)","未知","未知"
33714,"[49,65)","[49,65)",">=65"
33716,">=65","[49,65)",">=65"
33723,">=65",">=65",">=65"
33735,"[49,65)","未知","[49,65)"
33767,"[36,49)","[36,49)","[36,49)"
33781,"[36,49)","[36,49)","[36,49)"
33783,"[36,49)","[36,49)","[36,49)"
33799,"<29","<29","<29"
33801,">=65",">=65",">=65"
33819,"[49,65)","未知","[49,65)"
33820,">=65",">=65",">=65"
33822,">=65",">=65",">=65"
33825,"<29","<29","<29"
33836,"[36,49)","[36,49)","[36,49)"
33837,">=65",">=65",">=65"
33842,"<29","<29","<29"
33856,"[36,49)","[36,49)","[36,49)"
33867,"[36,49)","[36,49)","[36,49)"
33887,"<29","<29","<29"
33895,"[36,49)","[36,49)","[36,49)"
33897,"[36,49)","[36,49)","[36,49)"
33898,"<29","<29","[29,36)"
33932,"[29,36)","[36,49)","[29,36)"
33936,"<29","<29","<29"
33938,">=65",">=65",">=65"
33960,"[29,36)","[36,49)","<29"
33982,"[36,49)","[36,49)","[36,49)"
33989,"<29","<29","<29"
33997,"[36,49)","[36,49)","[36,49)"
34039,">=65","[49,65)",">=65"
34040,"[29,36)","[29,36)","[29,36)"
34043,"[36,49)","未知","[49,65)"
34046,"[49,65)","[36,49)","[36,49)"
34057,"[29,36)","[29,36)","[36,49)"
34073,">=65",">=65","[49,65)"
34079,"[49,65)","[49,65)",">=65"
34087,">=65",">=65",">=65"
34094,">=65",">=65",">=65"
34103,">=65",">=65",">=65"
34114,"[36,49)","[36,49)","[36,49)"
34127,"[49,65)","[49,65)","[49,65)"
34147,"[36,49)","[36,49)","[36,49)"
34171,"<29","<29","<29"
34187,"[36,49)","[36,49)","<29"
34194,"<29","<29","<29"
34195,"[29,36)","[29,36)","[36,49)"
34211,"[36,49)","[36,49)","[36,49)"
34214,">=65",">=65",">=65"
34220,"[36,49)","[36,49)","[36,49)"
34224,">=65",">=65",">=65"
34233,"[36,49)","[36,49)","<29"
34260,"[49,65)","[49,65)",">=65"
34268,"<29","<29","<29"
34287,">=65",">=65",">=65"
34301,"<29","<29","<29"
34315,"<29","<29","<29"
34319,"[29,36)","[29,36)","[29,36)"
34336,">=65",">=65",">=65"
34337,"<29","<29","<29"
34341,"[49,65)","[49,65)","[49,65)"
34345,"[49,65)","[49,65)",">=65"
34366,"<29","<29","[29,36)"
34374,">=65",">=65","[49,65)"
34376,"<29","<29","<29"
34379,"<29","<29","<29"
34385,"[49,65)","[49,65)","[49,65)"
34386,"[49,65)","[49,65)","[49,65)"
34396,"<29","<29","[29,36)"
34406,"[36,49)","未知","[49,65)"
34413,"[36,49)","[36,49)","[36,49)"
34445,">=65",">=65",">=65"
34466,"[49,65)","[36,49)","[36,49)"
34481,">=65","[49,65)",">=65"
34483,">=65",">=65",">=65"
34499,"[36,49)","未知","[49,65)"
34507,"[49,65)","[49,65)",">=65"
34524,"<29","<29","<29"
34530,"[49,65)",">=65","[49,65)"
34532,"[36,49)","未知","[49,65)"
34536,"[29,36)","[29,36)","[29,36)"
34537,"[29,36)","[29,36)","[29,36)"
34538,"[49,65)","[49,65)","[49,65)"
34542,"<29","<29","<29"
34556,"<29","<29","<29"
34576,"[49,65)","[49,65)",">=65"
34584,"[29,36)","<29","[36,49)"
34585,">=65",">=65",">=65"
34612,">=65",">=65",">=65"
34662,"[49,65)","未知",">=65"
34664,"<29","[29,36)","<29"
34675,"<29","<29","<29"
34683,"<29","<29","<29"
34694,">=65",">=65","[49,65)"
34702,"[49,65)","[49,65)","[49,65)"
34705,"[49,65)","[49,65)",">=65"
34722,"[49,65)","[49,65)","[49,65)"
34732,"<29","<29","<29"
34738,"<29","<29","<29"
34747,"[36,49)","未知","[49,65)"
34752,"<29","<29","[29,36)"
34753,"[49,65)","未知","[49,65)"
34755,"[49,65)","未知","[49,65)"
34767,"<29","<29","<29"
34794,"<29","<29","<29"
34798,"[36,49)","[36,49)","[36,49)"
34812,"[29,36)","[29,36)","[29,36)"
34817,"[49,65)","[49,65)",">=65"
34819,"<29","<29","<29"
34821,"[29,36)","[29,36)","<29"
34823,"[36,49)","未知","[49,65)"
34835,"[36,49)","[36,49)","[36,49)"
34844,">=65",">=65",">=65"
34852,"[36,49)","[36,49)","[36,49)"
34861,"<29","<29","<29"
34885,"<29","<29","<29"
34886,"[29,36)","<29","[36,49)"
34887,"[49,65)","[36,49)","[36,49)"
34888,"<29","<29","<29"
34890,"<29","<29","<29"
34903,"<29","<29","<29"
34911,">=65",">=65",">=65"
34935,">=65",">=65",">=65"
34946,"[36,49)","[36,49)","[36,49)"
34955,"<29","<29","<29"
34969,"[49,65)","未知","[49,65)"
34979,"[49,65)","[49,65)","[49,65)"
34987,"[29,36)","[29,36)","<29"
34989,"<29","<29","<29"
34994,"<29","<29","<29"
35001,"[36,49)","[36,49)","[36,49)"
35013,">=65",">=65",">=65"
35015,"[49,65)","[49,65)","[49,65)"
35017,"<29","<29","<29"
35022,"<29","<29","<29"
35031,">=65",">=65",">=65"
35043,"[49,65)","[49,65)","[49,65)"
35047,"[36,49)","[36,49)","[36,49)"
35056,"<29","<29","<29"
35061,"[29,36)","[29,36)","[36,49)"
35075,"<29","<29","<29"
35078,">=65",">=65",">=65"
35083,"[49,65)","[36,49)","[36,49)"
35084,"<29","<29","<29"
35104,"[29,36)","[29,36)","[29,36)"
35125,"[29,36)","[29,36)","[29,36)"
35130,"[29,36)","[29,36)","<29"
35137,"[36,49)","[36,49)","[36,49)"
35144,"[49,65)","[49,65)","[49,65)"
35151,"[29,36)","[29,36)","[29,36)"
35152,"[49,65)","[49,65)",">=65"
35168,"<29","<29","<29"
35180,"[29,36)","[29,36)","[29,36)"
35202,"[36,49)","未知","[49,65)"
35212,"[36,49)","[36,49)","[36,49)"
35218,">=65",">=65",">=65"
35243,"[49,65)","[49,65)","[49,65)"
35263,"[36,49)","未知","[49,65)"
35270,"[49,65)","未知",">=65"
35271,"[36,49)","[36,49)","[36,49)"
35294,"[36,49)","[36,49)","[36,49)"
35324,"[36,49)","[36,49)","[29,36)"
35327,"[29,36)","[29,36)","[29,36)"
35394,"[49,65)","[49,65)","[49,65)"
35404,">=65",">=65",">=65"
35414,"[49,65)","[49,65)",">=65"
35417,">=65",">=65",">=65"
35425,">=65","[49,65)",">=65"
35426,"<29","<29","<29"
35429,"<29","<29","<29"
35447,"[49,65)","[49,65)",">=65"
35467,"<29","<29","<29"
35473,"<29","<29","<29"
35475,">=65",">=65",">=65"
35484,"[49,65)","[49,65)","[49,65)"
35541,"[49,65)","[49,65)","[49,65)"
35554,"[49,65)","[36,49)","[36,49)"
35564,"[36,49)","[36,49)","[36,49)"
35566,"<29","<29","[29,36)"
35579,">=65",">=65",">=65"
35581,"[36,49)","[36,49)","[36,49)"
35603,"<29","未知","<29"
35611,"[36,49)","未知","[49,65)"
35612,"[36,49)","[29,36)","[36,49)"
35615,"<29","<29","[36,49)"
35619,"[49,65)","[49,65)","[49,65)"
35625,"[29,36)","[29,36)","[49,65)"
35631,"<29","<29","[36,49)"
35663,"[36,49)","[29,36)","[49,65)"
35664,"[29,36)","[29,36)","[29,36)"
35679,">=65","[49,65)",">=65"
35723,"[36,49)","[36,49)","[29,36)"
35749,">=65",">=65",">=65"
35759,">=65",">=65",">=65"
35762,"[29,36)","[29,36)","[29,36)"
35770,"<29","<29","<29"
35786,"[36,49)","[36,49)","[36,49)"
35801,"[36,49)","[36,49)","[36,49)"
35826,"<29","<29","<29"
35840,"[36,49)","[36,49)","[36,49)"
35854,"[29,36)","[29,36)","<29"
35856,"[49,65)","[49,65)","[49,65)"
35917,"<29","<29","<29"
35924,"[49,65)",">=65","[49,65)"
35979,"<29","<29","<29"
35982,"[36,49)","未知","[49,65)"
35984,">=65",">=65",">=65"
35986,"<29","<29","<29"
36002,">=65","[49,65)",">=65"
36009,">=65",">=65",">=65"
36029,"[36,49)","[36,49)","[36,49)"
36034,">=65",">=65",">=65"
36049,"<29","<29","<29"
36071,"[36,49)","[36,49)","[36,49)"
36075,"[29,36)","[29,36)","[29,36)"
36080,"[29,36)","[29,36)","[36,49)"
36087,"[49,65)","[49,65)","[49,65)"
36093,"<29","<29","<29"
36099,"[36,49)","[36,49)","[36,49)"
36100,"[36,49)","[29,36)","[36,49)"
36105,"[36,49)","未知","[49,65)"
36107,"[49,65)","[49,65)",">=65"
36112,"[29,36)","[29,36)","[29,36)"
36114,">=65","[36,49)","[36,49)"
36122,"[36,49)","[36,49)","[36,49)"
36128,"[49,65)","[49,65)","[49,65)"
36142,"<29","<29","<29"
36150,"[36,49)","[36,49)","[36,49)"
36165,">=65",">=65",">=65"
36188,"[36,49)","[29,36)","[36,49)"
36200,"[36,49)","[36,49)","[36,49)"
36204,"[29,36)","<29","[36,49)"
36274,">=65",">=65","[49,65)"
36289,">=65",">=65",">=65"
36297,"[36,49)","[36,49)","[36,49)"
36298,"[29,36)","[29,36)","[36,49)"
36309,"[49,65)","[49,65)","[49,65)"
36311,"[36,49)","[36,49)","[36,49)"
36312,"[36,49)","未知","[49,65)"
36333,"<29","<29","[36,49)"
36351,"[29,36)","[29,36)","[29,36)"
36361,"[29,36)","[29,36)","<29"
36362,"[36,49)","[36,49)","[29,36)"
36375,"[49,65)","[49,65)","[49,65)"
36381,"[29,36)","[29,36)","[29,36)"
36384,"[36,49)","未知","未知"
36427,">=65",">=65",">=65"
36438,"[49,65)","[49,65)","[49,65)"
36440,">=65",">=65",">=65"
36446,">=65",">=65",">=65"
36449,"[36,49)","[36,49)","[36,49)"
36454,"[29,36)","[29,36)","[29,36)"
36464,"<29","<29","[29,36)"
36489,"[36,49)","[36,49)","[36,49)"
36491,"[36,49)","[29,36)","[49,65)"
36503,">=65",">=65",">=65"
36515,"[36,49)","[36,49)","[36,49)"
36529,"[49,65)","[49,65)","[49,65)"
36531,">=65",">=65",">=65"
36549,"[49,65)","[49,65)","[49,65)"
36559,">=65",">=65",">=65"
36575,">=65",">=65",">=65"
36579,"[29,36)","[29,36)","[36,49)"
36587,"[49,65)","[49,65)","[49,65)"
36593,"[36,49)","未知",">=65"
36633,"<29","<29","<29"
36664,"<29","<29","[29,36)"
36673,"[36,49)","[36,49)","[36,49)"
36688,"[36,49)","[36,49)","[36,49)"
36691,"[49,65)","[49,65)","[49,65)"
36694,"<29","<29","<29"
36701,"[29,36)","[29,36)","[36,49)"
36717,">=65",">=65",">=65"
36721,"[36,49)","[29,36)","[36,49)"
36724,"<29","<29","<29"
36726,"[36,49)","[36,49)","[36,49)"
36729,"[29,36)","[29,36)","[29,36)"
36731,"[29,36)","<29","[29,36)"
36744,">=65",">=65","[49,65)"
36751,"<29","<29","<29"
36758,"[29,36)","[36,49)","[29,36)"
36768,"[36,49)","[36,49)","[36,49)"
36769,"<29","<29","<29"
36774,">=65",">=65",">=65"
36779,"[29,36)","[29,36)","[29,36)"
36784,"<29","<29","[29,36)"
36785,"[29,36)","[29,36)","<29"
36806,"<29","<29","<29"
36821,"<29","<29","<29"
36822,">=65",">=65",">=65"
36836,"<29","<29","<29"
36844,"[29,36)","[36,49)","<29"
36847,"[36,49)","[29,36)",">=65"
36860,">=65","[49,65)",">=65"
36877,">=65",">=65",">=65"
36885,"[36,49)","[36,49)","[36,49)"
36887,"<29","<29","<29"
36888,"[49,65)","[36,49)","[36,49)"
36893,">=65",">=65",">=65"
36903,"[49,65)","[49,65)",">=65"
36906,"[29,36)","[29,36)","<29"
36910,">=65",">=65",">=65"
36928,"[49,65)","[36,49)","[36,49)"
36936,"<29","<29","<29"
36941,"<29","<29","<29"
36943,"<29","<29","<29"
36946,"[29,36)","[29,36)","[29,36)"
36947,"[36,49)","未知","[49,65)"
36964,">=65",">=65",">=65"
36966,"<29","<29","<29"
36970,"[49,65)","[49,65)","[49,65)"
36981,"[29,36)","[36,49)","[29,36)"
36982,"<29","<29","<29"
36983,"[36,49)","[36,49)","[36,49)"
36987,"<29","<29","<29"
37015,"[36,49)","[36,49)","[29,36)"
37034,"[29,36)","[29,36)","[29,36)"
37036,"<29","<29","<29"
37045,"[49,65)","[49,65)","[49,65)"
37049,"<29","<29","<29"
37055,"[29,36)","[29,36)","[29,36)"
37059,"[29,36)","[29,36)","[49,65)"
37062,">=65",">=65",">=65"
37078,"[29,36)","[29,36)","[29,36)"
37080,"[36,49)","[36,49)","[36,49)"
37085,"<29","<29","<29"
37086,">=65",">=65","[49,65)"
37091,">=65","[49,65)",">=65"
37096,"[49,65)","未知",">=65"
37125,"[36,49)","[36,49)","[36,49)"
37136,"[49,65)","[49,65)",">=65"
37138,"[36,49)","[36,49)","[36,49)"
37139,"<29","<29","<29"
37141,"<29","<29","[36,49)"
37161,"<29","<29","<29"
37162,">=65",">=65",">=65"
37174,">=65",">=65",">=65"
37178,"<29","<29","<29"
37179,"[49,65)","[49,65)","[49,65)"
37181,"[36,49)","[36,49)","[36,49)"
37187,"[36,49)","[36,49)","[36,49)"
37196,">=65",">=65",">=65"
37204,"[29,36)","[29,36)","[36,49)"
37206,">=65",">=65",">=65"
37231,"[36,49)","[36,49)","[36,49)"
37256,"[36,49)","[36,49)","[36,49)"
37281,">=65",">=65",">=65"
37282,"<29","<29","<29"
37285,"[49,65)","[49,65)","[49,65)"
37298,"[36,49)","未知","[49,65)"
37299,"[36,49)","[36,49)","[29,36)"
37313,"[49,65)","[49,65)","[49,65)"
37318,"[36,49)","[36,49)","[29,36)"
37329,"[36,49)","[36,49)","[36,49)"
37331,">=65",">=65",">=65"
37336,"[49,65)",">=65","[49,65)"
37351,"[49,65)","[36,49)","[36,49)"
37366,"[49,65)","[36,49)","[36,49)"
37369,"[36,49)","[29,36)","[49,65)"
37373,"<29","<29","[29,36)"
37383,"[49,65)","[49,65)","[49,65)"
37416,"[36,49)","[29,36)","[36,49)"
37437,"[49,65)","[36,49)","[36,49)"
37442,"[49,65)","[49,65)",">=65"
37447,"[36,49)","[36,49)","[36,49)"
37455,"[29,36)","[29,36)","[36,49)"
37479,"[36,49)","[36,49)","[36,49)"
37492,"[49,65)","[49,65)","[49,65)"
37514,"<29","<29","<29"
37538,"[36,49)","[36,49)","[36,49)"
37549,"[49,65)","[49,65)","[49,65)"
37567,"<29","<29","<29"
37574,"[36,49)","[36,49)","[29,36)"
37575,"[29,36)","[29,36)","<29"
37577,"<29","[29,36)","<29"
37599,"[29,36)","[36,49)","[29,36)"
37618,">=65","[49,65)",">=65"
37624,"[29,36)","[29,36)","[29,36)"
37627,"[49,65)","[49,65)","[49,65)"
37628,"[29,36)","[29,36)","[29,36)"
37637,"[29,36)","[29,36)","[49,65)"
37643,"[49,65)","[49,65)","[49,65)"
37661,"[49,65)","[36,49)","[36,49)"
37664,"[49,65)","未知","[49,65)"
37684,"[36,49)","[29,36)","[36,49)"
37707,"[49,65)","[49,65)",">=65"
37710,"[29,36)","[29,36)","[29,36)"
37719,"[29,36)","[29,36)","<29"
37720,">=65",">=65",">=65"
37732,"[49,65)","[49,65)","[49,65)"
37745,"<29","<29","<29"
37753,">=65",">=65",">=65"
37769,"<29","<29","<29"
37797,"[36,49)","[36,49)","[36,49)"
37817,"<29","<29","<29"
37819,"[49,65)","[49,65)","[49,65)"
37828,"[49,65)","未知",">=65"
37829,"[49,65)","[49,65)","[49,65)"
37841,"<29","<29","<29"
37868,">=65",">=65",">=65"
37886,"[49,65)","[49,65)",">=65"
37893,"[36,49)","[36,49)","[36,49)"
37894,"<29","<29","<29"
37896,"<29","<29","<29"
37903,"<29","<29","<29"
37905,"[29,36)","[29,36)","[29,36)"
37920,"<29","<29","<29"
37933,">=65",">=65",">=65"
37941,">=65",">=65",">=65"
37942,">=65",">=65",">=65"
37949,"[29,36)","<29","[29,36)"
37962,"<29","<29","<29"
37968,">=65","[49,65)",">=65"
37974,"<29","<29","<29"
37995,"[49,65)","[49,65)","[49,65)"
38001,"[29,36)","[29,36)","[29,36)"
38009,"<29","<29","<29"
38010,"<29","<29","<29"
38017,"[36,49)","[36,49)","[36,49)"
38022,"[49,65)","未知","[49,65)"
38064,"[49,65)","未知","[49,65)"
38083,"<29","<29","<29"
38094,"[29,36)","[29,36)","[49,65)"
38096,"[49,65)","[49,65)",">=65"
38119,"[49,65)","[49,65)","[49,65)"
38120,"[36,49)","[36,49)","[36,49)"
38127,"<29","<29","<29"
38137,"<29","<29","<29"
38147,"[49,65)","[49,65)","[49,65)"
38174,">=65",">=65",">=65"
38195,"[36,49)","[36,49)","[36,49)"
38211,"[36,49)","[29,36)","[36,49)"
38214,"[36,49)","[29,36)","[36,49)"
38220,"[36,49)","[36,49)","[36,49)"
38231,"[36,49)","[36,49)","[36,49)"
38243,"[36,49)","[36,49)","[36,49)"
38246,"[29,36)","[29,36)","[29,36)"
38257,"[49,65)","[49,65)","[49,65)"
38263,"[36,49)","[36,49)","[36,49)"
38264,">=65","[49,65)",">=65"
38286,"[36,49)","[36,49)","[36,49)"
