"wm_poi_id","wm_poi_name","primary_second_tag_name","primary_third_tag_name","primary_first_tag_name","poi_brand_id","aor_id","poi_score","delivery_comment_avg_score","food_comment_avg_score"
620,"612513-043726-082380-233398-33816-121306-d13754-1d553-431608-39147-871632-431608-272349","0","1","0","8","9","4.71","4.62","4.71"
621,"5a537-402923-912443-76305-d72063-121306-a048-e72867-871632-431608-272349","0","40","0","8","8","4.34","4.69","4.31"
622,"72855-231660-14513-521285-e01010-423697-b43550-121306-a8269-65804-e21602-431608-272349","0","15","0","8","6","4.68","4.93","4.68"
623,"62646-9f2144-101946-151333-ac854-c62143-d686-1b955-d72063-e33426-5d709-572883-121306-79217-cd3847-e21602-431608-272349","2","未知","1","8","6","4.63","5","4.67"
625,"9f1640-ce4073-a22084-c34009-121725-121306-5315-823574-f81036-431608-272349","7","37","0","8","6","4.36","5","4.18"
626,"141582-f83517-2e1710-c62143-d82616-6a841-66812-121306-342036-cd3847-652630-431608-272349","0","71","0","189","10","4","5","4.44"
627,"b0540-a7398-b2193-fc3373-d72063","0","40","0","8","3","4","5","4"
628,"1b1099-a22132-603585-611350-be65-133334","3","82","0","8","7","4.32","4.88","4.35"
629,"911529-8a2234-fd3252-6e4044-d71618-121306-5e2725-a21596-063761-431608-272349","0","38","0","8","0","4.79","4.91","4.81"
631,"193908-5b1293-1f2100-64368-121306-402923-5f38-1f2314-192896-652408-431608-272349","15","未知","1","190","1","4.77","5","4.77"
632,"e7722-7f3309-b0540-a7398-d82616-f51944-262624","13","未知","2","8","3","0","0","0"
633,"36950-5b1293-5f38-30514-de2424-791987-c53116-4b2403-d72063-121306-c34009-641271-272349","7","81","0","8","0","4.8","4.93","4.76"
634,"402923-e61012-e33426-1c925-961815-121306-402923-8d3237-063761-431608-272349","0","12","0","191","9","4.17","4.5","4.38"
635,"3f3019-db1604-b2193-682499-b43550-121306-942726-b42607-ed2191-431608-272349","0","15","0","8","4","4.59","4.87","4.58"
636,"981676-b12072-b12072-981676-7c2882-d82616-d62216","0","21","0","8","0","0","0","0"
638,"60442-d6384-cf2346-022908-8a2234-c21871-c62143-2d263-141126-6f1612-c62143-43819-6d3428-c62143-c34009-641271-121306-402923-84752-431608-272349","7","37","0","8","7","5","5","5"
639,"99587-492461-b2193-fc3373-141126-7f4028-6d3428-3a316-a13945-121306-0d1431-063761-431608-272349","0","9","0","8","5","4.5","5","4.83"
640,"e21433-bb3606-2b3552-2e1710-121306-433290-253623-60172-d556-431608-272349","1","13","0","192","2","4.52","4.9","4.48"
641,"f82023-be2895-6d2875-6a841-dd3028-de2424-693510-de2424-d71618-f63938-922125-f82023","1","2","0","8","3","4.47","4.83","4.47"
642,"e0770-1d1024-c22442-c62143-b2193-fc3373-bf1273-233398-a13945-121306-4a2318-8f2156-713861-431608-272349","0","83","0","193","8","4.85","4.93","4.84"
643,"e61012-4d2128-a23694-b43550","0","15","0","8","6","4.63","4.93","4.63"
645,"2e1710-cd3847-042150-f81036-121306-192896-652408-431608-272349","0","12","0","8","1","5","5","5"
647,"45430-2e1710-c34009-641271-a23694-d71618-431608","7","37","0","8","4","4.52","4.86","4.52"
648,"f71647-d32947-231660-981676-121306-ce4073-2b3528-6417-951677-431608-272349","0","28","0","8","0","4.75","5","4.75"
649,"231660-14513-c53116-4b2403-d72063-121306-8d3794-16978-d92985-901869-713861-901015-52727-042150-2c3401-ce4005-5a1952-ac854-8c2935-431608-272349","0","38","0","8","6","4.68","5","4.68"
650,"91632-6417-bc512-cd3847-121306-342036-cd3847-652630-431608-272349","1","76","0","194","10","0","0","0"
651,"1b1099-a8274-652546-231497-341600-d13024-121306-a93922-6c223-d0128-431608-272349","8","未知","2","195","3","4.74","4.95","4.85"
654,"8a2234-342036-5718-121306-f43500-cc2258-063761-431608-272349","1","30","0","8","10","0","0","0"
655,"b92083-87965-7d1638-6d2875-fc3373-b43550-121306-a8269-65804-e21602-431608-272349","0","15","0","8","6","4.7","4.73","4.7"
657,"9b2653-fc1942-ac854-4f1911","1","13","0","8","6","0","0","0"
658,"023798-8a2234-45894-aa3982-e43593-423697-b43550-121306-352708-cf2679-ed213-431608-272349","0","15","0","8","4","5","5","5"
659,"2c3454-6f1663-8a2234-c21871-121306-4a2318-d01455-1f2314-431608-272349","0","18","0","8","6","0","0","0"
663,"812439-87965-042150-911529-021794-a23694-b43550-121306-c2857-a8269-52727-881768-431608-272349","0","48","0","143","3","4.57","4.85","4.65"
664,"39147-403983-d62216-1c925-be2895-121306-102277-551635-4c2815-871632-431608-272349","0","21","0","196","10","4.75","4.92","4.79"
665,"92711-5d2360-87965-d556-b82604-121306-5e2725-032268-431608-272349","0","57","0","197","0","4.78","4.93","4.79"
666,"043128-2e1710-8a2234-be65-c53116-66812-123785-093715","1","13","0","8","0","4.58","4.82","4.6"
667,"231660-4a3834-4b644-c53116-4a3834-121306-251713-a21596-063761-431608-272349","1","2","0","198","1","4.73","4.93","4.75"
668,"0b4049-9f757-d52609-121306-ce141-682644-063761-431608-272349","2","未知","1","6","5","0","0","0"
669,"3f1985-253623-982162-613072-6d930-ae786-121306-8c2935-f13620-431608-272349","0","0","0","94","2","4.88","4.98","4.9"
670,"3f1985-253623-982162-613072-6d930-ae786-121306-6f3045-5e2725-871632-431608-272349","0","0","0","94","0","4.82","4.92","4.82"
671,"022488-051683-e33426-1c925-961815-121306-6f3045-763277-432039-431608-272349","0","12","0","12","3","4.85","4.93","4.85"
672,"243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-5e2725-a21596-063761-72226-231660-d0128-431608-272349","0","0","0","24","0","4.85","4.96","4.83"
673,"2d2779-002989-7d1638-a22084-de2424-fc3373-121306-a8269-65804-e21602-402923-cd3847-431608-272349","0","15","0","91","0","4.75","4.82","4.76"
674,"192896-342412-db928-083121-c02692-121306-353998-72226-431608-272349","1","46","0","199","10","4.76","4.94","4.75"
675,"9f1640-112251-cd3847-7e1325-3c1399-e0770-1d3469-121306-a93922-3b2310-231660-242273-431608-272349","3","25","0","200","0","4.05","4.82","4"
676,"9d3940-132289-fe1605-5d709-121306-402923-84752-6417-951677-431608-272349","2","未知","1","95","7","4.92","4.97","4.94"
677,"811006-4b1791-a92470-192264-f23619-121306-ce4073-ff2187-871632-272349","9","未知","1","49","8","5","5","5"
678,"811006-4b1791-a92470-192264-f23619-121306-402923-84752-231660-c7153-8c2935-a53996-431608-272349","9","未知","1","49","3","5","5","5"
679,"31171-5d2360-231660-be2895-121306-353998-67198-063761-431608-a43251-4a3610-d92985-814098-422539-272349","0","15","0","201","3","4.89","4.95","4.9"
680,"a41365-ae2775-121306-a93922-dd497-d0128-272349","1","46","0","202","3","4.62","4.8","4.64"
681,"923691-ce4073-b4466-a43214-e41314-6f228-121306-402923-e61012-431608-272349","3","10","0","203","3","4.72","4.91","4.76"
682,"8d3237-98742-1d553-c53116-4a3834-431608-121306-5a3200-031708-431608-272349","1","2","0","20","8","4.9","5","4.9"
683,"042150-b12072-5a1952-121306-353998-67198-063761-272349","2","未知","1","17","3","4.75","5","5"
684,"002989-d52609-833800-b43550-ed2191","1","2","0","8","2","4.23","5","4.05"
685,"a93922-e52645-1b3170-121306-231660-682596-e13-431608-272349","1","24","0","8","5","4.23","4.85","4.38"
686,"b93707-3f3083-5a1952-3c1399-c34009-2c1019-121306-fa562-8c2935-063761-d31298-431608-272349","0","0","0","8","9","5","5","5"
687,"243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-ce4073-ff2187-39147-871632-431608-272349","0","0","0","24","8","4.88","5","4.88"
688,"9e296-e5445-bf1273-341758-9f1640-042150-8a2234-931140","1","2","0","8","6","4.71","4.92","4.7"
689,"cb1524-5b1293-5d709-d556-121306-102277-9f1640-a93922-dd497-d0128-431608-272349","14","未知","1","204","3","4.87","4.91","4.93"
690,"bb2878-094065-262634-121306-b82976-ff2187-431608-272349","3","84","0","205","10","4.66","4.96","4.68"
691,"371329-b03343-d71618-c62143-b82604-431608-121306-fa1551-961181-431608-272349","7","58","0","206","4","4.9","4.86","4.88"
692,"042150-b12072-5a1952-121306-6f3045-1d283-1d553-272349","2","未知","1","17","6","4.72","5","4.72"
693,"1a61-af566-1a61-ac854-121306-6a3579-c93763-923691-431608-272349","1","14","0","8","6","4.33","4.8","4.34"
694,"e72968-36950-e33591-c34009-2c1019","7","37","0","8","8","5","5","5"
695,"87965-863895-323291-791987-082380-233398-323291-021794-791987-121306-223664-d91077-8c2935-431608-272349","1","3","0","207","2","4.77","4.93","4.79"
696,"002989-401394-5b1293-851875-7e415-2b3552-e33591-121306-ec1623-cb3913-e5445-431608-272349","1","2","0","208","5","4.73","4.97","4.74"
697,"023798-e81763-111881","1","2","0","8","8","5","5","5"
698,"002989-401394-5b1293-851875-7e415-2b3552-e33591-121306-d72077-8f2156-713861-431608-272349","1","2","0","208","8","4.76","5","4.82"
699,"9d3940-132289-fe1605-5d709-121306-5d2360-612035-5e2725-951677-431608-272349","2","未知","1","95","4","5","5","5"
700,"9f790-031708-032268-121306-cd3847-7c2882-d0128-431608-272349","7","49","0","8","6","4.93","4.91","4.93"
701,"082380-8a2234-c62143-082380-233398-123785-093715-121306-ce141-682644-431608-272349","1","78","0","209","0","4.68","4.82","4.86"
702,"174019-042150-f81036-753281-fa1254-be65-133334-121306-903011-513720-111881-431608-272349","1","20","0","8","10","0","0","0"
703,"d2536-f1890-2e1710-d2536-fc3373-dd3028-de2424-121306-402923-e22943-431608-272349","0","31","0","152","9","4.18","5","4.09"
704,"811006-4b1791-a92470-192264-f23619-121306-5d2360-612035-5e2725-951677-431608-272349","9","未知","1","49","4","4.87","4.92","4.88"
705,"363247-0d1431-063761-002989-812439-cc2258-2c3863-1f2100","5","未知","1","8","8","4.5","4","4.58"
706,"c7153-341600-d13024-121306-ce4073-a21596-063761-431608-272349","8","未知","2","210","5","0","0","0"
707,"d81534-66151-842342-d81534-66151-b43550-121306-ce141-682644-063761-5a3200-593882-2c3401-cc1100-5a1952-ac854-8c2935-431608-272349","0","6","0","211","5","4.91","4.92","4.94"
708,"f5602-063761-042150-f81036-121306-402923-5f38-1f2314-431608-272349","1","14","0","212","1","4.91","4.75","4.94"
709,"633907-24542-e01010-fc3373-f63938-24424","0","45","0","8","8","4.7","5","4.66"
710,"962462-443811-962462-6a841-962462-33816-121306-402923-5f38-1f2314-192896-652408-431608-272349","0","28","0","87","1","4.75","4.85","4.76"
711,"2c3454-6f1663-8a2234-c21871-121306-942726-b42607-ed2191-431608-272349","0","18","0","8","4","4.19","4.63","4.21"
712,"bf813-8a2972-da697-da697-87107-b32448-5f164-a93922-dd497-d0128-b82976-ff2187-9b2653-dc3924-431608","8","未知","2","8","10","0","0","0"
713,"402923-6c223-a51005-6b3114-121306-102277-9f1640-002989-5a1765-ba1465-431608-272349","2","未知","1","100","7","5","5","5"
714,"8e302-262624-121306-b2193-d0128-431608-272349","13","未知","2","8","6","4.83","4.9","4.8"
715,"b4466-a43214-4b2403-d72063-693510-8a2234-c21871-121306-cd2378-8d1754-663941-431608-272349","0","40","0","8","8","4.88","4.95","4.88"
716,"e21433-bb3606-2b3552-2e1710-901015-f42330-50882-912577-ac854-302459-e41314-6f228","1","13","0","192","10","4.5","5","4.59"
717,"942726-0b2849-af1654-6b2044-121306-be1093-db3612-e11381-8c2935-f13620-431608-272349","1","33","0","8","2","4.65","4.75","4.71"
718,"231660-06729-063761","4","85","0","8","8","4.27","4.64","4.27"
719,"9b2653-a63626-0c3415-fa1254-b2193-fc3373-c63006-d72063-121306-c21717-1d553-e21602-431608-272349","0","17","0","8","8","3.2","4.2","3.2"
720,"6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-bb609-a63626-432039-6417-b13427-431608-272349","8","未知","2","41","","0","0","0"
721,"163026-dd3028","0","28","0","8","6","4.54","4.77","4.59"
722,"923691-ce4073-031473-612513-5f1581-fc3373-d71618-121306-50882-063761-713861-431608-272349","0","29","0","29","3","4.65","5","4.68"
723,"a81742-042150-4a3834-0652-121306-102277-9f1640-402923-e22943-102277-431608-272349","7","36","0","35","9","4.6","5","4.6"
724,"8a2234-72855-e33426-1c925-be2895-121306-492461-523292-871632-431608-272349","0","12","0","213","8","4.15","4.52","4.36"
725,"5c1030-022488-8a2234-d72063-082380-233398-33816-121306-5315-823574-f81036-871632-713861-431608-272349","0","1","0","8","0","4.51","4.69","4.47"
726,"a93922-442854-be2895-c34009-2c1019-28807-442854-121306-402923-84752-431608-272349","0","0","0","214","7","4.87","4.9","4.88"
727,"082380-233398-2c1019-252735-032517-db505-c34009-8a2234-641271-121306-102277-9f1640-402923-e22943-431608-272349","7","37","0","8","6","4.77","4.8","4.77"
728,"3635-002989-042150-6e4044-d71618-f81318-1c925-121306-be1093-db3612-e11381-431608-272349","0","38","0","8","2","4.73","4.89","4.73"
729,"87965-5d2161-f13620-e33426-1c925-961815-121306-321324-b32861-432039-431608-272349","0","12","0","184","8","4.76","5","4.76"
731,"451278-c43900-8a2234-c21871","0","12","0","8","0","4.65","4.83","4.65"
732,"652630-ef1151-dd3028-99789-633554-9d526-492461-6d3428-121306-402923-5f38-1f2314-192896-652408-431608-272349","0","26","0","8","1","4.56","4.75","4.6"
733,"b92083-703678-bb3653-c62143-6a3579-ad2269-4a2318-121306-4a2318-d01455-1f2314-431608-272349","1","75","0","8","1","4.53","4.73","4.53"
734,"0b4049-9f757-d52609-121306-402923-5f38-1f2314-192896-652408-431608-272349","2","未知","1","6","1","5","5","5"
735,"402923-e61012-e33426-1c925-961815-121306-e52645-961904-002989-d72063-c62143-55455-7f4028-312841-5a3493-c62143-5315-823574-f81036-431608-272349","0","12","0","191","0","4.81","4.9","4.79"
736,"60725-5a3200-341600-d13024-99196-222440-603585-0a2432-a8274-6b3409-603585-611350-0a2632-0a2632-292238-292238-121306-402923-5f38-1f2314-192896-652408-5e2725-951677-431608-272349","8","未知","2","102","1","4.65","5","4.77"
737,"641271-2e2108-87965-633547","1","32","0","8","1","4.78","5","4.81"
739,"66812-9d1744-cc910-87965-633547-121306-102277-9f1640-28807-e72968-52727-881768-431608-272349","0","15","0","44","7","4.73","5","4.8"
741,"843204-381655-082380-233398-33816-121306-402923-e22943-102277-5e2725-951677-431608-272349","0","1","0","8","9","4.4","4.77","4.51"
742,"521453-5b1293-39147-102277-082380-233398-a23694-121306-79217-cd3847-e21602-431608-272349","0","1","0","8","6","4.83","4.95","4.82"
743,"df1770-ed4077-35856-c53116-a33280-ed4077-c53116-2c1019-252735-de2424-c53116-121306-8d3794-16978-d92985-901869-713861-901015-52727-042150-2c3401-ce4005-5a1952-ac854-8c2935-431608-272349","1","32","0","8","6","4.74","4.76","4.78"
744,"66812-9d1744-cc910-87965-633547-121306-102277-9f1640-5e2725-a21596-063761-ce4073-2b3528-431608-272349","0","15","0","8","0","4.75","5","4.83"
745,"0a1909-5b1293-6e4044-d71618-82451-d71618","0","38","0","8","10","4.67","5","4.67"
746,"051683-af2413-111881-121306-d72077-8f2156-713861-d31298-431608-272349","1","2","0","58","5","4.7","5","4.69"
747,"e93671-c21014-7372-c34009-2c1019-121306-ce141-682644-063761-431608-272349","7","37","0","8","5","4.64","4.88","4.59"
748,"af1654-dd497-4f1911-dd1152-692433-9b2653-e41314","1","33","0","8","0","3.88","5","3.75"
749,"042150-b12072-5a1952-121306-352708-cc34-871632-431608-272349","2","未知","1","17","4","0","0","0"
750,"87107-0f2124-87107-0f2124-fd2711-c43775-a8274-99196-383668","6","未知","2","215","7","4.56","4.89","4.56"
751,"87965-863895-323291-791987-082380-233398-323291-021794-791987-121306-402923-e93887-e22943-431608-272349","1","3","0","207","6","4.82","4.96","4.82"
752,"b2193-2e1710-e01010-231660-863895-b2193-fc3373-d72063-121306-f91991-cc2898-6b1586-be65-251713-a21596-063761-431608-272349","0","40","0","216","1","4.68","4.78","4.69"
754,"87107-0f2124-87107-0f2124-262624-d42982-4a3610-0f2124-a32507-152853-152853-a32507","6","未知","2","8","0","4.75","4.87","4.73"
756,"082380-8a2234-981676-a03756-a8274-032517-8a2234-342412-981676-032517-de2424-c53116-032517-141582-4a2318-121306-e72968-36950-e33591-431608-272349","1","78","0","8","8","4.77","4.85","4.88"
757,"5315-231660-14513-bd319-e41314-b43550-8a2234-772477-4a2318-121306-8d3794-9d1564-901869-713861-901015-273346-742627-5a1952-ac854-8c2935-431608-272349","0","15","0","8","6","4.79","4.97","4.81"
758,"9d3940-e61012-002989-8c2935-514032-d52795-dd3028-c22821-021794-121306-5e2725-a21596-063761-431608-272349","4","66","0","8","0","4.47","5","4.82"
759,"661087-f81036-713861-de1296-121725-be2895-121306-8d3794-59550-901869-713861-901015-451278-3a1157-5a1952-ac854-8c2935-431608-272349","15","未知","1","8","6","0","0","0"
761,"002989-102277-9f1640-2c1019-fc3373-c22859-3c2245-b2193-661087-403983","0","38","0","8","6","4.5","5","4.43"
762,"931572-5b1293-c62143-5e2725-3c1399-de2424-4a3834-b43550-121306-79217-cd3847-e21602-431608-272349","0","15","0","8","6","4.82","4.86","4.82"
763,"e21548-a22383-62462-951737-082380-233398-323291-021794-121306-251713-a21596-063761-431608-272349","1","3","0","218","1","4.71","4.8","4.73"
764,"e0770-1d1024-c22442-c62143-b2193-fc3373-bf1273-233398-a13945-121306-402923-e93887-e22943-431608-272349","0","83","0","193","6","4.86","4.9","4.87"
766,"a72217-a93677-021794-693510-342036-e93918-423697-021794","1","35","0","8","6","4.65","4.53","4.76"
767,"0a1909-5b1293-953430-d72063-59366-572883","0","12","0","8","10","4.7","4.85","4.74"
768,"231660-36950-5c2699-811006-a22132-652546-a22132-383668-a22132","0","15","0","8","8","4.67","4.67","4.67"
769,"833953-ce4073-693510-002989-152058-b43550-121306-d82616-d62216-272349","1","16","0","8","0","3.67","5","3.83"
770,"1a564-123785-123785-c62143-002989-ac4075-1a564-fc3373-152058-b43550-121306-79217-cd3847-e21602-431608-272349","0","15","0","219","6","4.71","4.8","4.72"
771,"5a537-402923-d72063-931140-2e1710-1e4086-4a2318","0","68","0","8","8","0","0","0"
772,"39147-102277-231660-a62740-d62216-1c925-121306-8d3794-16978-901869-713861-9f790-f13620-5a1952-ac854-8c2935-431608-272349","0","21","0","8","4","3.88","4.65","3.91"
773,"082380-233398-33816-121306-942726-b42607-ed2191-431608-272349","0","1","0","8","4","2.71","5","2.71"
775,"5d709-c3759-c3759-c62143-11995-262624-a92470-192264-f23619-121306-402923-84752-431608-272349","6","未知","2","220","7","0","0","0"
776,"2c3147-47115-022566-1b1099-a03756-da697-a32507-c43775-c43775-da697-441379-121306-102277-9f1640-342036-cd3847-652630-513720-5a1952-431608-272349","6","未知","2","221","10","4.92","5","4.92"
777,"792828-042150-323291-b91787-2c1019-252735-121306-8d3794-87965-901869-713861-792828-042150-323291-5a1952-ac854-8c2935-431608-272349","7","36","0","8","3","0","0","0"
778,"a43407-231660-341758-121306-8a2234-5315-e5445-431608-272349","0","68","0","8","0","4.79","5","4.79"
779,"051388-051388-4a3834-121306-6f3045-5e2725-871632-431608-272349","7","36","0","8","6","4.86","5","4.88"
781,"051388-051388-3c2758-693510-4a3834-0652-121306-352708-cf2679-e21602-431608-272349","7","36","0","154","4","4.86","5","5"
782,"b53075-5f1172-6b2044-492461-c62143-402923-84752-231660-c7153-8c2935-0e3899-b02374-431608","6","未知","2","8","3","0","0","0"
783,"8e302-262624-121306-402923-84752-36950-d72077-431608-272349","6","未知","2","8","7","4.83","5","4.7"
784,"39147-102277-4a2318-121306-942726-b42607-ed2191-431608-272349","1","24","0","8","4","4.09","5","3.97"
785,"9f790-253623-302459-102277-9f1640-c53116-4a3834","7","49","0","8","0","4.92","5","4.97"
786,"262624-a8269-021922-d556-121306-402923-5f38-1f2314-431608-272349","6","未知","2","222","1","4.5","5","4.55"
789,"a22383-c7153-983846-c93835-281930-c62143-141582-af1654-4a2318-121306-5e2725-72226-431608-272349","1","13","0","8","6","4.64","4.91","4.66"
790,"931572-072829-911529-ea1451-aa3982-232492","14","未知","1","8","4","0","0","0"
791,"8e302-262624-121306-79217-cd3847-e21602-431608-272349","6","未知","2","8","6","4.59","4.93","4.66"
793,"ac854-042150-323291-953430-d72063","0","86","0","8","7","0","0","0"
794,"d556-5f732-693510-a11519-6b3322-a23694-b43550-121306-603585-814098-901869-713861-f91991-cc2898-6b1586-be65-5a1952-ac854-8c2935-272349","0","15","0","8","1","4.5","4.91","4.48"
795,"e93210-2a1954-4a3834-032517-5f38-30514-dd3028-9c1086-4a3834-121306-352708-cf2679-231660-242273-431608-272349","0","15","0","223","4","4.81","4.78","4.81"
796,"002989-323291-a33027-e52645-7b1223-121725-572883","15","未知","1","8","4","0","0","0"
798,"a21596-91632-3a1157-d6384-59366-e41314","0","12","0","8","0","4.64","5","4.64"
799,"d2536-fc3373-dd3028-de2424-121306-a8269-65804-871632-431608-272349","0","31","0","8","2","3.79","5","3.79"
801,"bc2296-87965-863895-af3196-df2800-c23605-b43550-121306-402923-84752-431608-272349","0","47","0","224","7","4.56","4.85","4.59"
804,"0b4049-9f757-d52609-121306-5e2725-a21596-063761-431608-272349","2","未知","1","6","0","4.89","5","4.92"
805,"593730-af2413-032268-e3267-64368-2c1019-fd2711-8a2234-ee3335-6e4044-d71618-121306","0","0","0","8","7","4.89","4.93","4.88"
806,"231660-4a3834-4b644-c53116-4a3834-121306-79217-cd3847-e21602-431608-272349","1","2","0","198","6","4.83","4.96","4.83"
807,"3f1985-253623-982162-613072-6d930-ae786-121306-ce141-72226-231660-d0128-431608-272349","0","0","0","94","5","4.86","5","4.86"
808,"321829-60442-4a3834-121306-102277-9f1640-223664-d91077-8c2935-431608-272349","7","36","0","155","2","4.92","5","4.92"
809,"342412-e01010-5f1581-c62143-d82616-6a841-66812-121306-031473-742778-f5618-951677-871632-431608-272349","1","13","0","142","10","4.82","4.95","4.86"
810,"682644-ac2536-d13754-731761-92165-121306-b82976-ff2187-492461-e21602-272349","0","9","0","11","10","4.77","4.91","4.74"
812,"492461-8c2935-323291-121306-b43550-323291-641271-323291-5c1479-c3470-323291-901015-da3669-2b3117-cf2679-111881-431608-272349","0","8","0","10","6","4.76","4.77","4.78"
813,"a93922-e52645-1b3170-121306-cd3847-7c2882-d0128-431608-272349","1","24","0","8","6","4.51","4.81","4.54"
814,"022488-051683-e33426-1c925-961815-121306-82308-68558-2c143-431608-272349","0","12","0","12","10","4.85","4.91","4.89"
815,"243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-6f3045-5e2725-871632-431608-272349","0","0","0","24","0","4.78","4.89","4.79"
816,"243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-353998-67198-063761-192896-2e2108-431608-272349","0","0","0","24","10","4.81","4.89","4.83"
817,"b51328-451278-2c3863-fd2565-121306-231660-c7153-8c2935-431608-272349","3","25","0","226","3","4.92","5","4.92"
818,"d72063-323291-5f1581-121306-59366-572883-032517-e33426-1c925-032517-6e2940-e1869-272349","0","15","0","8","10","4.44","4.76","4.44"
819,"833800-a91342-121306-a93922-223296-431608-272349","1","46","0","227","9","4.84","4.89","4.84"
820,"912443-8a2234-68334-241105-dc2884-2c1019-bc3855-e21602-43819-54938-121306-402923-84752-231660-c7153-8c2935-431608-272349","0","26","0","228","3","4.67","4.95","4.72"
821,"28807-2b2091-5a537-121306-102277-9f1640-251713-a21596-063761-be2895-4f1911-af2835-431608-272349","3","10","0","229","6","4.51","4.94","4.62"
822,"843204-381655-082380-233398-33816-121306-cd2378-8d1754-663941-431608-272349","0","1","0","23","8","4.54","4.88","4.59"
823,"d82616-f51944-db2797-812352-121306-a93922-dd497-d0128-1e1978-62462-431608-272349","16","未知","2","230","3","4.75","5","4.75"
824,"c4699-cc34-b7307-3e541-6f3202-ce4005-e41314-1c3929-121306-a8269-65804-253866-912577-142262-231660-242273-431608-272349","11","未知","2","231","3","5","5","5"
825,"1f2100-111881-d81534-66151-b43550-121306-402923-84752-431608-272349","0","6","0","84","7","4.86","4.9","4.86"
826,"042150-fa1551-c63006-d72063-121306-a93922-dd497-d0128-431608-272349","0","87","0","232","3","4.59","4.8","4.61"
827,"9d3940-132289-fe1605-5d709-121306-e4673-302533-871632-223664-d91077-8c2935-431608-272349","2","未知","1","95","2","4.81","4.93","4.76"
828,"492461-8a2234-931140-121306-402923-84752-231660-c7153-8c2935-431608-272349","1","23","0","19","3","4.49","5","4.56"
829,"a43407-68558-b43550-ed2191","1","22","0","233","5","4.61","5","4.67"
830,"422539-9d1564-75935-87107-121306-102277-9f1640-6f3045-5e2725-431608-272349","6","未知","2","135","0","4.89","4.97","4.88"
831,"321829-60442-4a3834-121306-102277-9f1640-5315-823574-f81036-2e1710-193506-031708-431608-272349","7","36","0","155","6","4.87","5","4.87"
832,"87107-0f2124-2d4026-1b1099-a32507-341600-d13024-121306-a8269-65804-253866-912577-142262-231660-242273-272349","8","未知","2","141","3","4.6","5","4.6"
833,"492461-8c2935-323291-121306-b43550-323291-641271-323291-5c1479-c3470-323291-901015-cd2378-8d1754-663941-431608-272349","0","8","0","10","8","4.8","4.9","4.81"
834,"1d1024-db2797-812352-782390-fc3373-133334-121306-402923-8c2935-431608-272349","4","63","0","8","10","5","5","5"
835,"5c1030-022488-812439-36950-082380-233398-33816","0","1","0","8","9","4.58","5","4.62"
836,"102277-ad2269-b43550-431608-6a3579-ad2269-5a1952-ac854-121306-5d2360-612035-5e2725-951677-431608-272349","1","5","0","8","4","4.19","4.8","4.27"
837,"102277-9f1640-43819-ec1703-402923-d71618-431608","2","未知","1","234","3","4.57","5","4.57"
838,"b0540-c9891-042150-c62143-6d2875-fc3373-b43550-121306-8d3794-79217-0c1478-901869-713861-1f1957-de3143-5a1952-ac854-8c2935-431608-272349","0","15","0","235","6","4.67","4.85","4.65"
839,"811416-5b1293-082380-233398-323291-021794-121306-ce4073-e21602-431608-272349","1","3","0","8","8","4.75","5","4.75"
840,"342036-042150-043726-b2193-c22821-dd3028-021794-121306-5315-823574-f81036-431608-272349","1","69","0","130","6","4.84","4.89","4.82"
841,"002989-063761-443987-6d2875-6a841-dd3028-de2424","1","2","0","8","5","3.77","4.82","3.68"
842,"b92083-031708-e33426-1c925","1","16","0","8","0","0","0","0"
843,"231660-14513-c53116-641271","1","32","0","8","7","4.94","5","4.94"
844,"2c3454-6f1663-8a2234-c21871-121306-4a2318-d01455-1f2314-431608-272349","0","18","0","8","6","0","0","0"
845,"c22859-d71618-be2895","0","38","0","236","2","4.96","5","4.93"
846,"2c916-07903-c34009-2c1019-fa4015-2b3552-121306-8d3794-e61012-901869-713861-52727-042150-ac854-ce4005-8a2234-c21871-8c2935-431608-272349","7","37","0","237","6","4.59","4.86","4.59"
847,"d33665-39147-59366-572883-121306-cd2378-8d1754-663941-431608-272349","0","12","0","8","8","4.63","4.85","4.58"
848,"641271-8e411-de2424-c53116-121306-251713-a21596-063761-431608-272349","1","32","0","8","6","0","0","0"
849,"c41429-fa1254-c23605-b43550-121306-ce4073-2b3528-6417-951677-431608-272349","0","47","0","8","0","4.74","5","4.72"
850,"661087-74760-6e4044-d71618","0","38","0","8","0","4.3","4.6","4.5"
851,"112251-87965-153599-121306-31171-bb973-063761-431608-272349","1","2","0","238","8","4.36","4.86","4.32"
852,"b53745-193506-6b2824-bd1606-121306-102277-9f1640-402923-5f38-1f2314-192896-652408-431608-272349","6","未知","2","56","1","4.55","4.53","4.65"
853,"102277-7e2903-ac4075-ac4075-4a2318-121306-402923-5f38-1f2314-192896-652408-431608-272349","1","24","0","239","1","4.66","4.93","4.62"
854,"031708-0e3899-5f1581-872051-df3753-dd3028-de2424-121306-402923-e61012-431608-272349","1","16","0","8","7","4.84","5","4.82"
855,"b92083-323291-43819-54938-121306-102277-9f1640-402923-5f38-1f2314-192896-652408-431608-272349","0","26","0","240","1","4.66","4.91","4.66"
